VTBB,,,
VORDME,200056N,1001223E,CT217
VORDME,194017N,0994307E,D210S
VORDME,172613N,1023110E,D283O
VORDME,150359N,1000817E,DABES
VORDME,141142N,1010930E,DABTA
VORDME,094108N,1001653E,DABUT
VORDME,124542N,1010950E,DADBU
VORDME,090713N,0981749E,DADSA
VORDME,171318N,1023559E,DAINO
VORDME,150347N,1001727E,DALBA
VORDME,165348N,1003322E,DAMRI
VORDME,092931N,0983209E,DAMUN
VORDME,141304N,1001828E,DANCY
VORDME,073054N,1002024E,DANDO
VORDME,193005N,0980745E,DANPU
VORDME,161802N,1034655E,DAPGI
VORDME,145253N,1022609E,DARCO
VORDME,065450N,1011909E,DATOE
VORDME,135358N,1003606E,DE21L
VORDME,135349N,1003545E,DE21R
VORDME,123950N,1010013E,DER18
VORDME,124144N,1010023E,DER36
VORDME,120457N,1011011E,DIPUN
VORDME,110007N,1003248E,DIRAX
VORDME,142816N,1001617E,DISCO
VORDME,080713N,0982326E,DIVER
VORDME,140543N,1004159E,DM030
VORDME,140357N,1010552E,DM031
VORDME,140348N,1003128E,DM032
VORDME,140527N,1001631E,DM033
VORDME,133240N,1001908E,DM305
VORDME,131759N,1002423E,DM306
VORDME,134558N,1002222E,DM307
VORDME,141059N,1002320E,DM308
VORDME,143050N,1003419E,DOGVA
VORDME,190429N,1005322E,DOKLO
VORDME,131740N,1011048E,DOLNI
VORDME,075059N,0990716E,DOMBA
VORDME,191419N,0982602E,DOMKA
VORDME,084133N,1001107E,DONEE
VORDME,100738N,1002401E,DONSI
VORDME,092459N,0994614E,DORNA
VORDME,135240N,1015002E,DOSBU
VORDME,170730N,1022757E,DOTGA
VORDME,133858N,1002220E,DOTLI
VORDME,092401N,0995530E,DOTOG
VORDME,130820N,1003057E,DOTSU
VORDME,163103N,1032732E,DOTUS
VORDME,141358N,1001919E,DOVAX
VORDME,194001N,0995540E,DOVIT
VORDME,084657N,1002208E,DOXAS
VORDME,172809N,1025316E,DOXUR
VORDME,062556N,1000737E,DUBAX
VORDME,193249N,1001207E,DUBEN
VORDME,170929N,1025716E,DUBMO
VORDME,171004N,1013154E,DUBOL
VORDME,142513N,1004317E,DUDAT
VORDME,064523N,1002327E,DUDIB
VORDME,182853N,1004058E,DUGEL
VORDME,140122N,1002530E,DUGIX
VORDME,080125N,1020549E,DUGON
VORDME,150006N,1000808E,DUKEN
VORDME,134416N,1021360E,DULEM
VORDME,141505N,1011411E,DUMIG
VORDME,185553N,0985922E,DUMUX
VORDME,124820N,1011806E,DUNAP
VORDME,170540N,1041536E,DUPER
VORDME,141835N,1011710E,EASTE
VORDME,162625N,1030858E,EGISO
VORDME,112838N,1000450E,EGUBO
VORDME,135947N,1005552E,EKCHO
VORDME,183822N,1003144E,EKIVI
VORDME,124620N,1011717E,EKOBA
VORDME,162730N,1011859E,EKVIP
VORDME,173442N,1013818E,ELDUS
VORDME,163915N,1025433E,ELGEV
VORDME,174625N,1023746E,ELNET
VORDME,091218N,0992215E,ELNON
VORDME,072616N,1000607E,ELREM
VORDME,143823N,1014411E,ELTON
VORDME,101249N,1010729E,EMELA
VORDME,164107N,1011860E,EMREX
VORDME,080621N,0984840E,EMRIT
VORDME,160020N,1023533E,EMRUT
VORDME,054543N,1010808E,EMSEG
VORDME,184709N,0991232E,EMSOG
VORDME,170518N,1025136E,EMTER
VORDME,114931N,1000814E,EMTIX
VORDME,085235N,0985459E,EMTOB
VORDME,200035N,1000330E,EMTOD
VORDME,192959N,0980124E,EMTUG
VORDME,084438N,0992122E,EMVEL
VORDME,180941N,0991004E,ENBAT
VORDME,164858N,0983356E,ENDOB
VORDME,142949N,1011317E,ENDUU
VORDME,200134N,1000553E,ENGAL
VORDME,173044N,1024759E,ENGEB
VORDME,132308N,1004549E,ENKAA
VORDME,131057N,1010126E,ENKAB
VORDME,170314N,1001556E,ENLAX
VORDME,165351N,0983606E,ENLON
VORDME,163109N,1024908E,ENPIR
VORDME,164915N,0984924E,ENRAD
VORDME,100223N,1000931E,ENRAG
VORDME,182548N,0985022E,ENRIS
VORDME,173720N,1014655E,ENSUP
VORDME,064701N,1003635E,ENTAM
VORDME,154755N,1041024E,ENTEK
VORDME,091934N,0995540E,ENTID
VORDME,072933N,1001406E,ENVON
VORDME,075416N,0984555E,EPGOT
VORDME,125051N,1010908E,EPKOV
VORDME,172509N,1024316E,ERVED
VORDME,061208N,1012853E,ERVES
VORDME,070545N,1001027E,ESBIG
VORDME,055924N,1011306E,ESGAL
VORDME,172458N,1021514E,ESGIB
VORDME,071148N,1002734E,ESLUG
VORDME,133517N,1001740E,ESMAG
VORDME,184808N,1002553E,ESMOP
VORDME,161744N,1035412E,ESNOS
VORDME,134454N,1004633E,EXSON
VORDME,084215N,1000427E,FAGAS
VORDME,142636N,1005232E,FANTA
VORDME,172012N,0994834E,FANTY
VORDME,094209N,0981827E,FASAI
VORDME,080120N,0983013E,FEENA
VORDME,135629N,1002834E,FERDO
VORDME,150737N,1022520E,FINNY
VORDME,122421N,1022908E,FINZA
VORDME,170251N,1034951E,FOSSA
VORDME,131343N,1003915E,FUNKY
VORDME,165544N,1040516E,FURNO
VORDME,093760N,0982226E,GAPER
VORDME,144657N,1020012E,GARBO
VORDME,082121N,1000859E,GAROL
VORDME,100431N,0984955E,GAYOU
VORDME,075248N,0983235E,GENOA
VORDME,083224N,1002714E,GIFBY
VORDME,122305N,0995847E,GINGA
VORDME,094753N,0982920E,GODUM
VORDME,180813N,0985150E,GOGOP
VORDME,165016N,1011143E,GOGUN
VORDME,111815N,1002544E,GOKEX
VORDME,164301N,1004834E,GOKON
VORDME,134610N,1002222E,GOLIV
VORDME,061706N,1021639E,GOLUD
VORDME,132406N,1013506E,GOMES
VORDME,151706N,1001729E,GOODA
VORDME,190402N,1003939E,GORDU
VORDME,133055N,1012128E,GORSI
VORDME,170157N,0995609E,GOSRU
VORDME,171557N,1002230E,GOSTA
VORDME,085957N,0991010E,GOVDA
VORDME,093015N,0982751E,GOWHA
VORDME,140824N,1004431E,GRACE
VORDME,150917N,1034714E,GRASO
VORDME,054645N,1010518E,GUBLU
VORDME,173538N,1015606E,GUDNU
VORDME,091712N,0991711E,GULNA
VORDME,171915N,1031735E,GULNO
VORDME,191027N,0981122E,GUMGI
VORDME,124211N,1000628E,GUNYA
VORDME,092411N,0991623E,GUPES
VORDME,085012N,1002750E,GUPMO
VORDME,192342N,0975608E,GUPNA
VORDME,160329N,1041106E,GUROK
VORDME,164203N,0983635E,GUSAV
VORDME,152322N,1032209E,GUSUN
VORDME,165739N,0983540E,GUTIB
VORDME,124820N,1003454E,GUTSO
VORDME,071820N,0993734E,GUZZO
VORDME,123138N,1005117E,HAMOO
VORDME,084403N,1000502E,HAVAS
VORDME,124729N,0995349E,HHQ01
VORDME,124604N,0995419E,HHQ02
VORDME,124709N,0995340E,HHQNF
VORDME,080528N,0980455E,HK450
VORDME,080656N,0982033E,HK491
VORDME,080713N,0982327E,HK495
VORDME,080446N,0982733E,HK497
VORDME,080903N,0982606E,HK572
VORDME,080737N,0982749E,HK580
VORDME,080646N,0981838E,HK591
VORDME,080439N,0981204E,HK597
VORDME,080121N,0981325E,HK680
VORDME,080528N,0982716E,HK760
VORDME,081107N,0981310E,HK870
VORDME,080722N,0982503E,HKTEF
VORDME,080614N,0981305E,HKTWF
VORDME,181358N,0994227E,HOKON
VORDME,182058N,0994530E,HOLUA
VORDME,134817N,1002121E,HOLYA
VORDME,130006N,1001948E,HOTEL
VORDME,071903N,0995250E,HUNNY
VORDME,123216N,1015900E,HUNSA
VORDME,200945N,1001041E,IBANA
VORDME,174340N,1024209E,IBEGA
VORDME,141036N,0992946E,IBETO
VORDME,090724N,0992720E,IBIGA
VORDME,110007N,1005348E,IDAGA
VORDME,084344N,0991524E,IDNAR
VORDME,172010N,1031011E,IDRON
VORDME,082724N,1005513E,IDRUK
VORDME,124011N,1011826E,IFONE
VORDME,104946N,0993411E,IGAKO
VORDME,172713N,0995744E,IGEMU
VORDME,083640N,0982320E,IGEVI
VORDME,064523N,1001535E,IGMUG
VORDME,191857N,0975546E,IGNIN
VORDME,163321N,1025036E,IGNOG
VORDME,142633N,0995430E,IGONI
VORDME,093146N,0991532E,IKERA
VORDME,173521N,1013306E,IKITA
VORDME,073935N,1013235E,IKOGA
VORDME,100007N,0972114E,IKULA
VORDME,131616N,1003729E,INNDY
VORDME,135819N,1001947E,INTOS
VORDME,193603N,0995617E,INTUP
VORDME,185802N,1003931E,INVAR
VORDME,141756N,1002856E,INVEK
VORDME,162315N,1030148E,IPMAX
VORDME,172330N,1040903E,IRICA
VORDME,162402N,1025500E,IRNIP
VORDME,142620N,1004331E,IRTIS
VORDME,141702N,1003230E,ISDEX
VORDME,071612N,1000817E,ISDIV
VORDME,163816N,1030519E,ISLAR
VORDME,091558N,0990606E,ISMOM
VORDME,095541N,0983937E,JADED
VORDME,093443N,0982950E,JADUM
VORDME,150008N,1022443E,JAIGA
VORDME,081324N,0985943E,JEEDA
VORDME,083227N,1001315E,JELRY
